mac,frequency,ssid,signalDBM,signalAvgDBM
4c:9e:ff:8e:2b:67,2412,TECHBOARDGROUP,215,215
4e:67:ff:8e:2b:68,2412,HIPERT,213,213
4e:67:ff:8e:2b:69,2412,VST,211,211
4e:67:ff:8e:2b:6a,2412,SUSTENIE,206,206
4e:67:ff:8e:2b:6b,2412,HANDHY,214,214
4e:67:ff:8e:2b:6c,2412,OPEN ENERGY,205,205
4c:9e:ff:83:94:65,2412,TECHBOARDGROUP,215,215
4e:65:ff:83:94:66,2412,HIPERT,221,221
4e:65:ff:83:94:67,2412,VST,216,216
4e:67:ff:8e:2b:6d,2412,IDEATIVA,207,207
4e:65:ff:83:94:68,2412,SUSTENIE,220,220
4e:65:ff:83:94:69,2412,HANDHY,218,218
4e:65:ff:83:94:6a,2412,OPEN ENERGY,219,219
4c:9e:ff:83:95:3a,2437,TECHBOARDGROUP,200,200
4e:3a:ff:83:95:3b,2437,HIPERT,190,190
4e:3a:ff:83:95:3e,2437,HANDHY,201,201
20:97:27:8:52:20,2437,hipert-wifi-pro,200,200
34:60:f9:2a:4:af,2462,hipert-wifi,222,222
36:60:f9:2a:4:af,2462,,222,222
28:87:ba:31:ee:d8,2462,hipert-wifi,193,193
20:97:27:8:52:21,5200,hipert-wifi-pro-5,197,197
4e:3b:ff:83:95:3f,5200,HANDHY,187,187
34:60:f9:2a:4:ae,5220,hipert-wifi,215,215
4e:68:ff:8e:2b:69,5240,HIPERT,204,204
4e:68:ff:8e:2b:6a,5240,VST,203,203
4e:68:ff:8e:2b:6b,5240,SUSTENIE,202,202
4e:68:ff:8e:2b:6c,5240,HANDHY,203,203
4e:68:ff:8e:2b:6d,5240,OPEN ENERGY,203,203
4c:9e:ff:8e:2b:68,5240,TECHBOARDGROUP,202,202
4e:68:ff:8e:2b:6e,5240,IDEATIVA,202,202
fa:e8:c2:1:12:30,5745,Mi 11 Lite 5G,190,190
2a:87:ba:21:ee:d8,2462,,195,195
4c:9e:ff:83:95:3b,5200,TECHBOARDGROUP,191,191
b0:4e:26:64:50:82,5200,vst-mac_5G,183,183
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,182,182
28:87:ba:31:ee:d9,5220,hipert-wifi,187,187
4e:65:ff:83:94:6b,2412,IDEATIVA,216,216
36:60:f9:2a:4:ae,5220,,215,215
4e:3b:ff:83:95:30,5200,OPEN ENERGY,186,186
4e:3b:ff:83:95:31,5200,IDEATIVA,186,186
4e:3b:ff:83:95:3c,5200,HIPERT,186,186
4e:3b:ff:83:95:3d,5200,VST,180,180
4e:3b:ff:83:95:3e,5200,SUSTENIE,186,186
4e:3a:ff:83:95:3c,2437,VST,190,190
4e:3a:ff:83:95:3d,2437,SUSTENIE,190,190
4e:3a:ff:83:95:30,2437,IDEATIVA,195,195
b0:4e:26:64:50:83,2412,vst-mac,189,189
b6:4e:26:64:50:84,2412,VST-ButterfLife,187,187
4e:3a:ff:83:95:3f,2437,OPEN ENERGY,191,191
e0:b9:e5:27:11:85,2462,FASTWEB-1-271185,184,184
4e:ec:ff:8e:2b:ef,5200,SUSTENIE,169,169
4e:ec:ff:8e:2b:e0,5200,HANDHY,169,169
4e:ec:ff:8e:2b:e2,5200,IDEATIVA,187,187
4c:9e:ff:8e:2b:eb,2412,TECHBOARDGROUP,196,196
4e:eb:ff:8e:2b:ec,2412,HIPERT,185,185
4e:eb:ff:8e:2b:ed,2412,VST,184,184
4e:eb:ff:8e:2b:ee,2412,SUSTENIE,184,184
a4:34:d9:9f:f0:29,2462,CARE-TB-51b6269178ed47c1,185,185
e4:b3:18:e8:78:3a,2462,CARE-TB-15106e798aa44361,187,187
f4:b3:1:6d:d1:a7,2462,CARE-TB-2dbc348a4f7c4b7b,189,189
2a:87:ba:51:ee:d8,5220,,192,192
4e:eb:ff:8e:2b:ef,2412,HANDHY,184,184
4e:eb:ff:8e:2b:e0,2412,OPEN ENERGY,185,185
4e:eb:ff:8e:2b:e1,2412,IDEATIVA,183,183
56:af:97:df:76:ea,5220,,170,170
