mac,frequency,ssid,signalDBM,signalAvgDBM
4c:9e:ff:8e:2b:67,2412,TECHBOARDGROUP,197,197
4e:67:ff:8e:2b:68,2412,HIPERT,199,199
4e:67:ff:8e:2b:69,2412,VST,202,202
4e:67:ff:8e:2b:6a,2412,SUSTENIE,198,198
4e:67:ff:8e:2b:6b,2412,HANDHY,200,200
4e:67:ff:8e:2b:6c,2412,OPEN ENERGY,196,196
4c:9e:ff:83:94:65,2412,TECHBOARDGROUP,210,210
4e:65:ff:83:94:66,2412,HIPERT,218,218
4e:65:ff:83:94:67,2412,VST,219,219
4e:67:ff:8e:2b:6d,2412,IDEATIVA,197,197
4e:65:ff:83:94:68,2412,SUSTENIE,219,219
4e:65:ff:83:94:69,2412,HANDHY,216,216
4e:65:ff:83:94:6a,2412,OPEN ENERGY,212,212
4c:9e:ff:83:95:3a,2437,TECHBOARDGROUP,186,186
4e:3a:ff:83:95:3b,2437,HIPERT,188,188
34:60:f9:2a:4:af,2462,hipert-wifi,215,215
36:60:f9:2a:4:af,2462,,214,214
28:87:ba:31:ee:d8,2462,hipert-wifi,187,187
20:97:27:8:52:21,5200,hipert-wifi-pro-5,189,189
4e:3b:ff:83:95:3f,5200,HANDHY,170,170
34:60:f9:2a:4:ae,5220,hipert-wifi,211,211
4e:68:ff:8e:2b:69,5240,HIPERT,191,191
4e:68:ff:8e:2b:6a,5240,VST,190,190
4e:68:ff:8e:2b:6b,5240,SUSTENIE,183,183
4e:68:ff:8e:2b:6c,5240,HANDHY,190,190
4e:68:ff:8e:2b:6d,5240,OPEN ENERGY,190,190
4c:9e:ff:8e:2b:68,5240,TECHBOARDGROUP,190,190
4e:68:ff:8e:2b:6e,5240,IDEATIVA,190,190
fa:e8:c2:1:12:30,5745,Mi 11 Lite 5G,194,194
2a:87:ba:21:ee:d8,2462,,190,190
b0:4e:26:64:50:82,5200,vst-mac_5G,200,200
28:87:ba:31:ee:d9,5220,hipert-wifi,176,176
4e:65:ff:83:94:6b,2412,IDEATIVA,211,211
36:60:f9:2a:4:ae,5220,,212,212
4e:3b:ff:83:95:31,5200,IDEATIVA,169,169
4e:3b:ff:83:95:3e,5200,SUSTENIE,168,168
4e:3a:ff:83:95:3c,2437,VST,181,181
4e:3a:ff:83:95:3d,2437,SUSTENIE,184,184
4e:3a:ff:83:95:30,2437,IDEATIVA,188,188
b0:4e:26:64:50:83,2412,vst-mac,196,196
b6:4e:26:64:50:84,2412,VST-ButterfLife,196,196
4c:9e:ff:8e:2b:eb,2412,TECHBOARDGROUP,191,191
4e:eb:ff:8e:2b:ec,2412,HIPERT,194,194
4e:eb:ff:8e:2b:ed,2412,VST,195,195
e4:b3:18:e8:78:3a,2462,CARE-TB-15106e798aa44361,192,192
2a:87:ba:51:ee:d8,5220,,180,180
fa:d0:27:3c:69:38,2412,DIRECT-273CE938,192,192
20:97:27:8:52:20,2437,hipert-wifi-pro,219,219
a4:34:d9:9f:f0:29,2462,CARE-TB-51b6269178ed47c1,190,190
4c:9e:ff:8e:2b:ec,5200,TECHBOARDGROUP,174,174
4e:ec:ff:8e:2b:ee,5200,VST,184,184
4e:ec:ff:8e:2b:ef,5200,SUSTENIE,184,184
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,197,197
4e:eb:ff:8e:2b:ef,2412,HANDHY,195,195
4e:eb:ff:8e:2b:e1,2412,IDEATIVA,194,194
4e:eb:ff:8e:2b:e0,2412,OPEN ENERGY,190,190
f4:b3:1:6d:d1:a7,2462,CARE-TB-2dbc348a4f7c4b7b,190,190
4e:46:ff:83:95:4b,2437,OPEN ENERGY,182,182
4e:ec:ff:8e:2b:ed,5200,HIPERT,173,173
4e:ec:ff:8e:2b:e0,5200,HANDHY,184,184
4e:ec:ff:8e:2b:e1,5200,OPEN ENERGY,184,184
4e:ec:ff:8e:2b:e2,5200,IDEATIVA,185,185
4e:3b:ff:83:95:30,5200,OPEN ENERGY,169,169
4e:eb:ff:8e:2b:ee,2412,SUSTENIE,192,192
4e:46:ff:83:95:47,2437,HIPERT,181,181
4e:46:ff:83:95:48,2437,VST,184,184
