mac,frequency,ssid,signalDBM,signalAvgDBM
4e:46:ff:83:95:4a,2437,HANDHY,193,193
4c:9e:ff:8e:2b:c1,2462,TECHBOARDGROUP,189,189
4e:c2:ff:8e:2b:c3,5180,HIPERT,168,168
0:31:92:e5:f5:b2,2422,VST-ButterfLife,189,189
4e:c1:ff:8e:2b:c7,2462,IDEATIVA,188,188
4c:9e:ff:8e:2b:c2,5180,TECHBOARDGROUP,169,169
4c:9e:ff:83:95:3b,5200,TECHBOARDGROUP,190,190
4e:3b:ff:83:95:3c,5200,HIPERT,183,183
4e:3b:ff:83:95:3d,5200,VST,184,184
4e:3b:ff:83:95:3e,5200,SUSTENIE,184,184
4e:3b:ff:83:95:30,5200,OPEN ENERGY,189,189
4e:3a:ff:83:95:3d,2437,SUSTENIE,190,190
4e:3a:ff:83:95:3e,2437,HANDHY,197,197
4e:c1:ff:8e:2b:c4,2462,SUSTENIE,188,188
4e:c2:ff:8e:2b:c4,5180,VST,166,166
4e:c2:ff:8e:2b:c8,5180,IDEATIVA,169,169
4e:c1:ff:8e:2b:c5,2462,HANDHY,187,187
4e:c1:ff:8e:2b:c3,2462,VST,187,187
28:87:ba:31:ee:d8,2462,hipert-wifi,186,186
2a:87:ba:21:ee:d8,2462,,186,186
4e:c1:ff:8e:2b:c2,2462,HIPERT,188,188
28:87:ba:31:ee:d9,5220,hipert-wifi,167,167
