mac,frequency,ssid,signalDBM,signalAvgDBM
4c:9e:ff:8e:2b:67,2412,TECHBOARDGROUP,197,197
4e:67:ff:8e:2b:68,2412,HIPERT,199,199
4e:67:ff:8e:2b:69,2412,VST,197,197
4e:67:ff:8e:2b:6a,2412,SUSTENIE,195,195
4e:67:ff:8e:2b:6b,2412,HANDHY,193,193
4e:67:ff:8e:2b:6c,2412,OPEN ENERGY,196,196
4c:9e:ff:83:94:65,2412,TECHBOARDGROUP,192,192
4e:65:ff:83:94:66,2412,HIPERT,209,209
4e:65:ff:83:94:67,2412,VST,212,212
4e:67:ff:8e:2b:6d,2412,IDEATIVA,196,196
4e:65:ff:83:94:68,2412,SUSTENIE,208,208
4e:65:ff:83:94:69,2412,HANDHY,210,210
4e:65:ff:83:94:6a,2412,OPEN ENERGY,212,212
4c:9e:ff:83:95:3a,2437,TECHBOARDGROUP,188,188
4e:3a:ff:83:95:3b,2437,HIPERT,184,184
34:60:f9:2a:4:af,2462,hipert-wifi,212,212
36:60:f9:2a:4:af,2462,,210,210
28:87:ba:31:ee:d8,2462,hipert-wifi,193,193
20:97:27:8:52:21,5200,hipert-wifi-pro-5,203,203
4e:3b:ff:83:95:3f,5200,HANDHY,170,170
34:60:f9:2a:4:ae,5220,hipert-wifi,212,212
4e:68:ff:8e:2b:69,5240,HIPERT,184,184
4e:68:ff:8e:2b:6a,5240,VST,183,183
4e:68:ff:8e:2b:6b,5240,SUSTENIE,183,183
4e:68:ff:8e:2b:6c,5240,HANDHY,183,183
4e:68:ff:8e:2b:6d,5240,OPEN ENERGY,184,184
4c:9e:ff:8e:2b:68,5240,TECHBOARDGROUP,183,183
4e:68:ff:8e:2b:6e,5240,IDEATIVA,184,184
fa:e8:c2:1:12:30,5745,Mi 11 Lite 5G,180,180
2a:87:ba:21:ee:d8,2462,,193,193
b0:4e:26:64:50:82,5200,vst-mac_5G,183,183
28:87:ba:31:ee:d9,5220,hipert-wifi,176,176
4e:65:ff:83:94:6b,2412,IDEATIVA,213,213
36:60:f9:2a:4:ae,5220,,215,215
4e:3b:ff:83:95:31,5200,IDEATIVA,169,169
4e:3b:ff:83:95:3e,5200,SUSTENIE,168,168
4e:3a:ff:83:95:3c,2437,VST,184,184
4e:3a:ff:83:95:3d,2437,SUSTENIE,184,184
4e:3a:ff:83:95:30,2437,IDEATIVA,198,198
b0:4e:26:64:50:83,2412,vst-mac,190,190
b6:4e:26:64:50:84,2412,VST-ButterfLife,195,195
4c:9e:ff:8e:2b:eb,2412,TECHBOARDGROUP,191,191
4e:eb:ff:8e:2b:ec,2412,HIPERT,194,194
4e:eb:ff:8e:2b:ed,2412,VST,189,189
e4:b3:18:e8:78:3a,2462,CARE-TB-15106e798aa44361,192,192
2a:87:ba:51:ee:d8,5220,,176,176
fa:d0:27:3c:69:38,2412,DIRECT-273CE938,197,197
20:97:27:8:52:20,2437,hipert-wifi-pro,219,219
a4:34:d9:9f:f0:29,2462,CARE-TB-51b6269178ed47c1,193,193
4c:9e:ff:8e:2b:ec,5200,TECHBOARDGROUP,174,174
4e:ec:ff:8e:2b:ee,5200,VST,175,175
4e:ec:ff:8e:2b:ef,5200,SUSTENIE,174,174
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,183,183
4e:eb:ff:8e:2b:ef,2412,HANDHY,191,191
4e:eb:ff:8e:2b:e1,2412,IDEATIVA,189,189
4e:eb:ff:8e:2b:e0,2412,OPEN ENERGY,190,190
f4:b3:1:6d:d1:a7,2462,CARE-TB-2dbc348a4f7c4b7b,195,195
4e:46:ff:83:95:4b,2437,OPEN ENERGY,181,181
4e:ec:ff:8e:2b:ed,5200,HIPERT,173,173
4e:ec:ff:8e:2b:e0,5200,HANDHY,172,172
4e:ec:ff:8e:2b:e1,5200,OPEN ENERGY,173,173
4e:ec:ff:8e:2b:e2,5200,IDEATIVA,173,173
4e:3b:ff:83:95:30,5200,OPEN ENERGY,169,169
