mac,frequency,ssid,signalDBM,signalAvgDBM
4c:9e:ff:8e:2b:67,2412,TECHBOARDGROUP,208,208
4e:67:ff:8e:2b:68,2412,HIPERT,208,208
4e:67:ff:8e:2b:69,2412,VST,206,206
4e:67:ff:8e:2b:6a,2412,SUSTENIE,210,210
4e:67:ff:8e:2b:6b,2412,HANDHY,206,206
4e:67:ff:8e:2b:6c,2412,OPEN ENERGY,211,211
4c:9e:ff:83:94:65,2412,TECHBOARDGROUP,195,195
4e:65:ff:83:94:66,2412,HIPERT,204,204
4e:65:ff:83:94:67,2412,VST,197,197
4e:67:ff:8e:2b:6d,2412,IDEATIVA,207,207
4e:65:ff:83:94:68,2412,SUSTENIE,196,196
4e:65:ff:83:94:69,2412,HANDHY,196,196
4e:65:ff:83:94:6a,2412,OPEN ENERGY,203,203
4c:9e:ff:83:95:3a,2437,TECHBOARDGROUP,188,188
4e:3a:ff:83:95:3b,2437,HIPERT,189,189
4e:3a:ff:83:95:3e,2437,HANDHY,192,192
20:97:27:8:52:20,2437,hipert-wifi-pro,204,204
34:60:f9:2a:4:af,2462,hipert-wifi,205,205
36:60:f9:2a:4:af,2462,,205,205
28:87:ba:31:ee:d8,2462,hipert-wifi,194,194
20:97:27:8:52:21,5200,hipert-wifi-pro-5,180,180
4e:3b:ff:83:95:3f,5200,HANDHY,175,175
2a:87:ba:51:ee:d8,5220,,181,181
34:60:f9:2a:4:ae,5220,hipert-wifi,201,201
4e:68:ff:8e:2b:69,5240,HIPERT,203,203
4e:68:ff:8e:2b:6a,5240,VST,203,203
4e:68:ff:8e:2b:6b,5240,SUSTENIE,204,204
4e:68:ff:8e:2b:6c,5240,HANDHY,203,203
4e:68:ff:8e:2b:6d,5240,OPEN ENERGY,202,202
4c:9e:ff:8e:2b:68,5240,TECHBOARDGROUP,203,203
4e:68:ff:8e:2b:6e,5240,IDEATIVA,204,204
fa:e8:c2:1:12:30,5745,Mi 11 Lite 5G,182,182
2a:87:ba:21:ee:d8,2462,,191,191
4c:9e:ff:83:95:3b,5200,TECHBOARDGROUP,171,171
b0:4e:26:64:50:82,5200,vst-mac_5G,177,177
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,180,180
28:87:ba:31:ee:d9,5220,hipert-wifi,180,180
4e:65:ff:83:94:6b,2412,IDEATIVA,196,196
36:60:f9:2a:4:ae,5220,,200,200
4e:3b:ff:83:95:30,5200,OPEN ENERGY,174,174
4e:3b:ff:83:95:31,5200,IDEATIVA,173,173
4e:3b:ff:83:95:3c,5200,HIPERT,175,175
4e:3b:ff:83:95:3d,5200,VST,173,173
4e:3b:ff:83:95:3e,5200,SUSTENIE,174,174
4e:3a:ff:83:95:3c,2437,VST,186,186
4e:3a:ff:83:95:3d,2437,SUSTENIE,189,189
4e:3a:ff:83:95:30,2437,IDEATIVA,189,189
b0:4e:26:64:50:83,2412,vst-mac,188,188
b6:4e:26:64:50:84,2412,VST-ButterfLife,187,187
