mac,frequency,ssid,signalDBM,signalAvgDBM
a4:34:d9:9f:f0:29,2462,CARE-TB-51b6269178ed47c1,198,198
4c:9e:ff:8e:2b:ec,5200,TECHBOARDGROUP,191,191
4e:ec:ff:8e:2b:ee,5200,VST,176,176
4e:ec:ff:8e:2b:ef,5200,SUSTENIE,179,179
b6:4e:26:64:50:83,5200,VST-ButterfLife-5G,186,186
4e:eb:ff:8e:2b:ef,2412,HANDHY,190,190
4e:eb:ff:8e:2b:e1,2412,IDEATIVA,190,190
4e:eb:ff:8e:2b:e0,2412,OPEN ENERGY,190,190
f4:b3:1:6d:d1:a7,2462,CARE-TB-2dbc348a4f7c4b7b,197,197
4e:46:ff:83:95:4b,2437,OPEN ENERGY,194,194
4e:ec:ff:8e:2b:ed,5200,HIPERT,191,191
4e:ec:ff:8e:2b:e0,5200,HANDHY,192,192
4e:ec:ff:8e:2b:e1,5200,OPEN ENERGY,192,192
4e:ec:ff:8e:2b:e2,5200,IDEATIVA,191,191
4e:eb:ff:8e:2b:ee,2412,SUSTENIE,191,191
4e:46:ff:83:95:47,2437,HIPERT,195,195
4e:46:ff:83:95:48,2437,VST,199,199
de:52:38:ed:d1:fd,2412,jock71,203,203
4e:22:d6:b:f:1c,2437,,190,190
4e:46:ff:83:95:49,2437,SUSTENIE,197,197
4e:c2:ff:8e:2b:c5,5180,SUSTENIE,170,170
4e:c2:ff:8e:2b:c6,5180,HANDHY,171,171
4e:c2:ff:8e:2b:c7,5180,OPEN ENERGY,169,169
4c:9e:ff:83:95:47,5220,TECHBOARDGROUP,185,185
4e:47:ff:83:95:48,5220,HIPERT,185,185
4e:47:ff:83:95:49,5220,VST,185,185
4e:47:ff:83:95:4a,5220,SUSTENIE,185,185
4e:47:ff:83:95:4b,5220,HANDHY,184,184
4e:47:ff:83:95:4c,5220,OPEN ENERGY,185,185
4e:47:ff:83:95:4d,5220,IDEATIVA,185,185
4e:46:ff:83:95:4c,2437,IDEATIVA,199,199
4e:3a:ff:83:95:3f,2437,OPEN ENERGY,189,189
5e:fb:3a:a9:33:f4,2437,DIRECT-f4-HP M209 LaserJet,197,197
4c:9e:ff:83:95:46,2437,TECHBOARDGROUP,195,195
4e:46:ff:83:95:4a,2437,HANDHY,199,199
4c:9e:ff:8e:2b:c1,2462,TECHBOARDGROUP,186,186
4e:c2:ff:8e:2b:c3,5180,HIPERT,170,170
0:31:92:e5:f5:b2,2422,VST-ButterfLife,190,190
4e:c1:ff:8e:2b:c7,2462,IDEATIVA,197,197
4c:9e:ff:8e:2b:c2,5180,TECHBOARDGROUP,169,169
4c:9e:ff:83:95:3b,5200,TECHBOARDGROUP,186,186
4e:3b:ff:83:95:3c,5200,HIPERT,186,186
4e:3b:ff:83:95:3d,5200,VST,188,188
4e:3b:ff:83:95:3e,5200,SUSTENIE,186,186
4e:3b:ff:83:95:30,5200,OPEN ENERGY,187,187
4e:3a:ff:83:95:3d,2437,SUSTENIE,197,197
4e:3a:ff:83:95:3e,2437,HANDHY,195,195
4e:c1:ff:8e:2b:c4,2462,SUSTENIE,197,197
4e:c2:ff:8e:2b:c4,5180,VST,169,169
4e:c2:ff:8e:2b:c8,5180,IDEATIVA,169,169
